SKELID	TILUDRONATE
SIMPONI	GOLIMUMAB
D-CIS-DILTIAZEM	DILTIAZEM
IDURIDIN	IDOXURIDINE
LOXAPIN	LOXAPINE
BREVIRENIN	EPINEPHRINE
LYSURON	ALLOPURINOL
4-[(2-PYRIDYLAMINO)SULFONYL]ANILINE	SULFAPYRIDINE
MICOSERINA	CYCLOSERINE
GLICOAMIN	GLYCINE
ATERAX	HYDROXYZINE
IMODUR	ISOSORBIDE MONONITRATE
SPEEDPAIN NANO	IBUPROFEN
PERIDAMOL	DIPYRIDAMOLE
PROCHIEVE	PROGESTERONE
NU-METFORMIN	METFORMIN
LOTRIMIN LOTION	CLOTRIMAZOLE
DEXAL	KETOPROFEN
RAMEZOL	OMEPRAZOLE
BELUSTINE	LOMUSTINE
TRILIDONA	TRIMETHADIONE
TESTAVOL	VITAMIN A
VALLERGINE	PROMETHAZINE
PYRINAZINE	ACETAMINOPHEN
SARPUL	ANIRACETAM
LOFEXIDINUM [INN-LATIN]	LOFEXIDINE
METOTIRIN	METHIMAZOLE
LABEL	RANITIDINE
CINNAFACT	BUSERELIN
POLYSQUALL A	FUROSEMIDE
IXABEPILONE	IXABEPILONE
DESSEPTYL	SULFANILAMIDE
ISONIKAZID	ISONIAZID
REDUCOR LINE	PROPRANOLOL
SYNCLE	CEPHALEXIN
MACOREL	NIFEDIPINE
VAGISTAT	TIOCONAZOLE
SULFANIDYL	SULFANILAMIDE
COSMEGEN	DACTINOMYCIN
AMG-162	DENOSUMAB
ANTURANO	SULFINPYRAZONE
CHLORPERAZINE	PROCHLORPERAZINE
ANTURANE	SULFINPYRAZONE
PRAXITEN	OXAZEPAM
CANTAN	VITAMIN C
SIBAZONE	DIAZEPAM
NILVERM BASE	LEVAMISOLE
VIVACOR	ROSUVASTATIN
ARSENTRIOXIDE	ARSENIC TRIOXIDE
COAGULATION FACTOR VIII PRECURSOR	ANTIHEMOPHILIC FACTOR
REGONOL	PYRIDOSTIGMINE
ALPHALIN	VITAMIN A
MEXIDEX	DEXAMETHASONE
FENICOL	CHLORAMPHENICOL
EMEDASTINA [INN-SPANISH]	EMEDASTINE
COLEDIS	SIMVASTATIN
OCU-PRED	PREDNISOLONE
PENTAZOCIN	PENTAZOCINE
NEODORM	PENTOBARBITAL
METHDILAZINE MONOHYDROCHLORIDE	METHDILAZINE
PREDNISOLONA [INN-SPANISH]	PREDNISOLONE
DECA-DURABOL	NANDROLONE DECANOATE
PRECOSE	ACARBOSE
TRIMETADIONE	TRIMETHADIONE
DIPHANTOIN	PHENYTOIN
CIRCAIN	DYPHYLLINE
BENZOLIN	TOLAZOLINE
BISMATROL	BISMUTH SUBSALICYLATE
MINAPHIL	AMINOPHYLLINE
CELECOXIB	CELECOXIB
QUOTAVIL	OFLOXACIN
KLARICID	CLARITHROMYCIN
FEMIZOL-M	MICONAZOLE
NU-BROMAZEPAM	BROMAZEPAM
ROPINIROLUM [INN-LATIN]	ROPINIROLE
O-CARBOXYPHENYL ACETATE	ACETYLSALICYLIC ACID
MARINOL	DRONABINOL
TRIHEXYPHENIDYL	TRIHEXYPHENIDYL
PERITOL	CYPROHEPTADINE
FOSFOTION	MALATHION
SYMPATEDRINE	AMPHETAMINE
DOWFLAKE	CALCIUM CHLORIDE
METRO CREAM	METRONIDAZOLE
SUCCINIMIDE, N-METHYL-2-PHENYL-	PHENSUXIMIDE
DIUSEMIDE	FUROSEMIDE
THEROXIDIL	MINOXIDIL
(+/-)-METHADONE	METHADONE
CORTIMENT	HYDROCORTISONE
PAXIPAM	HALAZEPAM
TESTOVIRON SCHERING	TESTOSTERONE
YOHIMBIN	YOHIMBINE
PARTERGIN	METHYLERGONOVINE
SINHISTAN DY	LORATADINE
BENZTROPINE	BENZATROPINE
SANODIAZINE	SULFADIAZINE
TOLAZAMIDE	TOLAZAMIDE
AMOXI	AMOXICILLIN
PHYTONADIONE	PHYTONADIONE
JUNIOR STRENGTH IBUPROFEN	IBUPROFEN
AMPISCEL	AMPICILLIN
PRISCOL	TOLAZOLINE
SPORAL	ITRACONAZOLE
ZEPRAL	OMEPRAZOLE
VOGAN-NU	VITAMIN A
NICERGOLINA [DCIT]	NICERGOLINE
MANNIDEX	MANNITOL
AQUATENSEN	METHYCLOTHIAZIDE
RESOCHEN	CHLOROQUINE
TRAZODONE HYDROCHLORIDE	TRAZODONE
SELSUN BLUE	SELENIUM SULFIDE
PRDL	PREDNISOLONE
NATULAN HYDROCHLORIDE	PROCARBAZINE
ACETOHEXAMIDE	ACETOHEXAMIDE
GALLAFLEX	GALLAMINE TRIETHIODIDE
MK-0431	SITAGLIPTIN
ATROVENT	IPRATROPIUM BROMIDE
SHH	VORINOSTAT
2-SULFANILAMIDOPYRIDINE	SULFAPYRIDINE
PRECEDEX	DEXMEDETOMIDINE
4,4'-DIAMINODIPHENYL SULFONE	DAPSONE
CHLORVESCENT	POTASSIUM CHLORIDE
CHLORAMEX	CHLORAMPHENICOL
SERTACONAZOLE	SERTACONAZOLE
CETSIM	SALBUTAMOL
ENELFA	ACETAMINOPHEN
DL-CYCLOSERINE	CYCLOSERINE
XURET	METOLAZONE
GONADORELINA [INN-SPANISH]	GONADORELIN
BONIBAL	DISULFIRAM
ICRF-187	DEXRAZOXANE
MYOSTIBIN	SODIUM STIBOGLUCONATE
APO-IBUPROFEN	IBUPROFEN
1-PHENYL-2-METHYLAMINOPROPANE	METHAMPHETAMINE
ACECOL	TEMOCAPRIL
RANITIGET	RANITIDINE
ACECOR	FOSINOPRIL
CTLA4-IGG4M	ABATACEPT
THEOTARD	THEOPHYLLINE
PROSTIDE	FINASTERIDE
3ALPHA,7BETA-DIHYDROXY-5BETA-CHOLAN-24-OIC ACID	URSODEOXYCHOLIC ACID
PARAMYCIN	AMINOSALICYLIC ACID
HYCAMPTAMINE	TOPOTECAN
APOSTAVIT	VITAMIN A
AMBERIN	HYDROCORTISONE
PHISOHEX	HEXACHLOROPHENE
KEFRAL	CEFACLOR
EMEND	FOSAPREPITANT
GENACORT	HYDROCORTISONE
ISMN ATID	ISOSORBIDE MONONITRATE
CS-370	CLOXAZOLAM
MEPHENAMIC ACID	MEFENAMIC ACID
CAPASTAT	CAPREOMYCIN
DELTRA	PREDNISONE
BETHANIDINE SULFATE	BETHANIDINE
SIMVASTATINA [SPANISH]	SIMVASTATIN
ARBEKACINE	ARBEKACIN
ARBEKACINA	ARBEKACIN
TROGLITAZONE	TROGLITAZONE
GRISCOFULVIN	GRISEOFULVIN
GLUSTAT	VOGLIBOSE
SEDAZIL	MEPROBAMATE
SEDAZIN	LORAZEPAM
CYATER	TERFENADINE
GLYSOLETTEN	PHENOBARBITAL
EPILANTIN	PHENYTOIN
RESTASIS	CYCLOSPORINE
CLONAZEPAMUM	CLONAZEPAM
KARIDIUM	CLOBAZAM
MEDODORM	CHLORHEXADOL
PENICILLIN-VK	PENICILLIN V
ZOLMITRIPTAN	ZOLMITRIPTAN
BALMINIL DM CHILDREN	DEXTROMETHORPHAN
PHENADONE HYDROCHLORIDE	METHADONE
VOLMA	SALBUTAMOL
ERYTHROPOIETIN PRECURSOR	EPOETIN ALFA
SERESTA	OXAZEPAM
KORO-SULF	SULFISOXAZOLE
ALCONEFRIN NASAL DROPS 12	PHENYLEPHRINE
FEVOR	ACETAMINOPHEN
NORETHYNDRON	NORETHINDRONE
(2,3-DICHLORO-4-(2-THIOPHENECARBONYL)PHENOXY)ACETIC ACID	TICRYNAFEN
COUMADIN	WARFARIN
ESODERM	LINDANE
BARQUINOL	CLIOQUINOL
CHLOROTRIANISENUM [INN-LATIN]	CHLOROTRIANISENE
THIAMIN	THIAMINE
CARDIZEM SR	DILTIAZEM
FENOGAL	FENOFIBRATE
AMPH-B	AMPHOTERICIN B
SCABANCA	BENZYL BENZOATE
LUXACOR	FENOFIBRATE
PARVOPARIN	HEPARIN
CYPIP	DIETHYLCARBAMAZINE
N,N-BIS(3-PHENYLPROPYL)ETHYLAMINE	ALVERINE
SURGI-CEN	HEXACHLOROPHENE
LANSTON	LANSOPRAZOLE
ADALAT 5	NIFEDIPINE
HINDENE	DIMETHINDENE
STALLERIL	THIORIDAZINE
CEFONICID	CEFONICID
FLUIDIL	CYCLOTHIAZIDE
ZD-4522	ROSUVASTATIN
DOFETILIDE	DOFETILIDE
EXIDINE	CHLORHEXIDINE
DOFETILIDA	DOFETILIDE
PROKLAR	SULFAMETHIZOLE
ARUSAL	CARISOPRODOL
NICENE FORTE	NITROXOLINE
ANTIBIOTIC YL-704 A3	JOSAMYCIN
KALIOLITE	POTASSIUM CHLORIDE
TRANQUO-PUREN	DIAZEPAM
WESIPIN	ATENOLOL
TIPIRAMATE [FRENCH]	TOPIRAMATE
MEPERIDOL	MEPERIDINE
AMPICILLIN SODIUM	AMPICILLIN
INDURGAN	OMEPRAZOLE
LILLY 1516	PROMETHAZINE
PEFLOXACIN MESYLATE	PEFLOXACIN
(-)-RANOLAZINE	RANOLAZINE
ABSOLUTE ETHANOL	ETHANOL
GASTROSIL	METOCLOPRAMIDE
INFLAMASE FORTE	PREDNISOLONE
OLEOVITAMIN A	VITAMIN A
OLEOVITAMIN D	ERGOCALCIFEROL
ETHYNYLESTRADIOL	ETHINYL ESTRADIOL
REDOMEX	AMITRIPTYLINE
2-METHYL-1,4-NAPHTHOQUINONE	MENADIONE
SULFAGAN	SULFISOXAZOLE
VALETAN	DICLOFENAC
(+)-(S)-DEOXYEPHEDRINE	METHAMPHETAMINE
DIPRAZINE	PROMETHAZINE
FLURI	FLUOROURACIL
ANTABUS	DISULFIRAM
APAP	ACETAMINOPHEN
MOMENTUM	ACETAMINOPHEN
APAS	AMINOSALICYLIC ACID
SEARLE 703	DISOPYRAMIDE
BENTIROMIDE	BENTIROMIDE
HUMIBID SPRINKLE	GUAIFENESIN
ACENTERINE	ACETYLSALICYLIC ACID
BENZATROPINUM [INN-LATIN]	BENZATROPINE
AUDAZOL	OMEPRAZOLE
MAALOX MULTI ACTION	BISMUTH SUBSALICYLATE
EXOCINE	OFLOXACIN
ENCAINIDE	ENCAINIDE
ETHYONOMIDE	ETHIONAMIDE
EPIRENAMINE	EPINEPHRINE
OXYPHENISATINUM [INN-LATIN]	OXYPHENISATIN
PROTARGEN	FUROSEMIDE
FULCIN	GRISEOFULVIN
RIFABUTIN	RIFABUTIN
PROTEINA	DIHYDROTESTOSTERONE
(+-)-NOMIFENSINE	NOMIFENSINE
BACQUINOR	CIPROFLOXACIN
EPIPEN JR.	EPINEPHRINE
METHAMAZOLE	METHIMAZOLE
IMATINIB	IMATINIB
TAVANIC	LEVOFLOXACIN
CYCLOPENTOLATE	CYCLOPENTOLATE
TARGREXIN	BEXAROTENE
D-PHENYLISOPROPYLMETHYLAMINE	METHAMPHETAMINE
PARKOPHYLLIN	THEOPHYLLINE
APO-QUINIDINE	QUINIDINE
TEVETEN	EPROSARTAN
VAGISTAT-1	TIOCONAZOLE
ARAMINE	METARAMINOL
RHINOVENT	IPRATROPIUM BROMIDE
LONGDIGOX	DIGOXIN
GLYCERYL GUAIACOL	GUAIFENESIN
ETABUS	DISULFIRAM
NOVO-SELEGILINE	SELEGILINE
LIME ACETATE	CALCIUM ACETATE
ELIMITE CREAM	PERMETHRIN
PRALATREXATE	PRALATREXATE
NORANDROSTENOLONE PHENYLPROPIONATE	NANDROLONE PHENPROPIONATE
CHOLINE, CHLORIDE, CARBAMATE	CARBACHOL
BIDIEN	BUDESONIDE
FARMISERINA	CYCLOSERINE
FARMISERINE	CYCLOSERINE
EFUDIX	FLUOROURACIL
EYEVINAL	IBUDILAST
CEVITAMIN	VITAMIN C
M-METHOXYAMPHETAMINE	AMPHETAMINE
HYPOCRINE	GONADORELIN
NEOXAZOL	SULFISOXAZOLE
ETHIOFOS	AMIFOSTINE
AK-NEFRIN	PHENYLEPHRINE
AMEDEL	PIPOBROMAN
PALONOSETRON	PALONOSETRON
ACIDUM TILUDRONICUM [INN-LATIN]	TILUDRONATE
ANTAETHYL	DISULFIRAM
GLIBENCLAMIDE	GLYBURIDE
CAFCIT	CAFFEINE
ASTREPTINE	SULFANILAMIDE
SINUMIST-SR	GUAIFENESIN
HYMORPHAN	HYDROMORPHONE
BLOKIUM	ATENOLOL
G-II	HEXACHLOROPHENE
SINTESTROL	DIETHYLSTILBESTROL
ISOETARIN	ISOETHARINE
DFDC	GEMCITABINE
BENZYL PHENYLFORMATE	BENZYL BENZOATE
UPA	UROKINASE
TERFEX	TERFENADINE
GONADORELIN	GONADORELIN
ISOBUTIL	OXYPHENBUTAZONE
L-ASPARAGINE AMIDOHYDROLASE	PEGASPARGASE
TOTAPEN	AMPICILLIN
SCURENALINE	EPINEPHRINE
IMIPRAMINE HCL	IMIPRAMINE
EUDIGOX	DIGOXIN
DESFERRIOXAMINE B	DEFEROXAMINE
MENTAX	BUTENAFINE
KOFFEX DM	DEXTROMETHORPHAN
NEV	NEVIRAPINE
NET	NORETHINDRONE
CLINDAMYCINUM [INN-LATIN]	CLINDAMYCIN
COMITAL	PHENYTOIN
GAMMA-HCH	LINDANE
REPRONEX	MENOTROPINS
METHAZINE	INDOMETHACIN
PURIFILIN	DYPHYLLINE
CARTEOLOLUM [INN-LATIN]	CARTEOLOL
4-HYDROXY-BUTANOIC ACID	GAMMA HYDROXYBUTYRIC ACID
TEPIRONE	DEXRAZOXANE
THIOMEBUMAL	THIOPENTAL
IDO-TEBIN	ISONIAZID
OXYETHYLIDENEDIPHOSPHONIC ACID	ETIDRONIC ACID
VOGLIBOSE	VOGLIBOSE
XENID	DICLOFENAC
VALIQUID	DIAZEPAM
MICONAZOLE 7 COMBINATION PACK	MICONAZOLE
DIAZEPAN	DIAZEPAM
FUNGIBACID	TIOCONAZOLE
ITRACONAZOLUM [LATIN]	ITRACONAZOLE
ESTRACE	ESTRADIOL
FAMOSAN	FAMOTIDINE
INABRIN	IBUPROFEN
TRANS-TRANEXAMIC ACID	TRANEXAMIC ACID
LIPINOX	AMLODIPINE
EQUICOL	GUAIFENESIN
ALL TRANS RETINOIC ACID	TRETINOIN
ALLERGEN	DIPHENYLPYRALINE
NOCBIN	DISULFIRAM
GENTAB	PHENYLPROPANOLAMINE
TRIOMBRINE	DIATRIZOATE
GENTAK	GENTAMICIN
GENASPORE CREAM	TOLNAFTATE
FLURBIPROFEN AXETIL	FLURBIPROFEN
NUFEX	CEPHALEXIN
METHYL VIOLET 5BO	GENTIAN VIOLET
FUROPHEN T-CAPS	NITROFURANTOIN
OMEPROL	OMEPRAZOLE
DESLORATADINE	DESLORATADINE
ISOCHRON	ISOSORBIDE DINITRATE
NOCTAZEPAM	OXAZEPAM
METHOCIDINE [INN-FRENCH]	OXYPHENONIUM
DURAQUIN	QUINIDINE
SENDOXAN	CYCLOPHOSPHAMIDE
NEFUROFAN	SPIRONOLACTONE
PROPRANUR	PROPRANOLOL
PROLIXIN ENANTHATE	FLUPHENAZINE
DEXMETHYLPHENIDATE	DEXMETHYLPHENIDATE
KGF	PALIFERMIN
URSODIOL	URSODEOXYCHOLIC ACID
GAMMA-HEXACHLOROCYCLOHEXANE	LINDANE
DIPINKOR	NIFEDIPINE
NEFAZODONE HYDROCHLORIDE	NEFAZODONE
TENO-BASAN	ATENOLOL
PERTUSSIN DM EXTRA STRENGTH	DEXTROMETHORPHAN
CHLORHEXIDINE	CHLORHEXIDINE
UROKINASE-TYPE PLASMINOGEN ACTIVATOR PRECURSOR	UROKINASE
VIALIN	MEPHENTERMINE
DIABETIC TUSSIN EX	GUAIFENESIN
OXYPHENBUTAZONUM [INN-LATIN]	OXYPHENBUTAZONE
4-QUINAZOLINAMINE, N-(4-BROMO-2-FLUOROPHENYL)-6-METHOXY-7-[(1-METHYL-4-PIPERIDINYL)METHOXY]-	VANDETANIB
8-AMINO-1,2,3,4-TETRAHYDRO-2-METHYL-4-PHENYLISOQUINOLINE	NOMIFENSINE
EMESINAL	PERPHENAZINE
ELECOR	PRENYLAMINE
VITON	LINDANE
SPECTANEFRAN	IDOXURIDINE
HYDROMORFONA [SPANISH]	HYDROMORPHONE
DISYNCRAM	METHDILAZINE
DISYNCRAN	METHDILAZINE
ROBITUSSIN PEDIATRIC COUGH SUPPRESSANT	DEXTROMETHORPHAN
ISOTEBEZID	ISONIAZID
RHEUMINTABLETTEN	ACETYLSALICYLIC ACID
AQUASYNTH	VITAMIN A
METHYLPROMAZINE	TRIMEPRAZINE
HYDRIODIDE-ENTEROL	CLIOQUINOL
SAPILENT	TRIMIPRAMINE
BENTYLOL	DICYCLOMINE
MIDONE	PRIMIDONE
BROMOCRIPTINE METHANESULFONATE	BROMOCRIPTINE
DIHYDROERGOTOXINE METHANESULFONATE	ERGOLOID MESYLATE
PIRIMECIDAN	PYRIMETHAMINE
ANTAGONATE	CHLORPHENIRAMINE
NEOTIGASON	ACITRETIN
PANTELMIN	MEBENDAZOLE
PIVMECILLINAMUM [INN-LATIN]	PIVMECILLINAM
DISORAT	METIPRANOLOL
HARMAR	PROPOXYPHENE
MONISTAT 7 DUAL-PAK	MICONAZOLE
SEPTISOL	HEXACHLOROPHENE
APLAKIL	OXAZEPAM
RIFALDIN	RIFAMPIN
RISPERIN	RISPERIDONE
CARBENICILLINA [DCIT]	CARBENICILLIN
TAMOXASTA	TAMOXIFEN
VESALIUM	HALOPERIDOL
TYLOSTERONE	DIETHYLSTILBESTROL
ADALAT PA	NIFEDIPINE
FENORMIN	PHENFORMIN
CILLORAL	PENICILLIN G
GILEMAL	GLYBURIDE
IMIDAZOLE CARBOXAMIDE	DACARBAZINE
DOLOBASAN	DICLOFENAC
UNI-TUSSIN	GUAIFENESIN
AMINOLEVULINIC ACID	AMINOLEVULINIC ACID
OFLOCET	OFLOXACIN
DEFLAMON	METRONIDAZOLE
EDISTOL	ISOSORBIDE MONONITRATE
OFLOCEE	OFLOXACIN
SODIUM HYALURONATE	HYALURONAN
CAMPBELL'S NICO-SOAP	NICOTINE
NITROERYTHRITE	ERYTHRITYL TETRANITRATE
TRICHO-GYNAEDRON	METRONIDAZOLE
RUBIVITE	CYANOCOBALAMIN
CYCMIN	OXYPHENCYCLIMINE
BRETYLUM	BRETYLIUM
DEMESO	DIMETHYL SULFOXIDE
ROBINUL	GLYCOPYRROLATE
NEO-SYNEPHRINE	PHENYLEPHRINE
NICOTINE POLACRILEX	NICOTINE
MEDIHALER ERGOTAMINE	ERGOTAMINE
ACETYLCHOLINE	ACETYLCHOLINE
PIRKAM	PIROXICAM
SULPIRIDUM [INN-LATIN]	SULPIRIDE
FURAGENT	NITROFURAZONE
MEBENDAZOLE, 99%	MEBENDAZOLE
PONDEREX	FENFLURAMINE
AIDS073035	DARUNAVIR
AMINOSIDINE	PAROMOMYCIN
LACTIC ACID	LACTIC ACID
LONAZET	OXCARBAZEPINE
LARAPAM	PIROXICAM
MIDRONAL	CINNARIZINE
RATIO-GLIMEPIRIDE	GLIMEPIRIDE
HACIP	FAMOTIDINE
TRAVELON	MECLIZINE
DECA-DURABOLIN	NANDROLONE DECANOATE
PENICILLAMIN	PENICILLAMINE
TILLRAM	DISULFIRAM
TRANAX	ALPRAZOLAM
4-CHLORO-N-(2-(4-MORPHOLINYL)ETHYL)BENZAMIDE	MOCLOBEMIDE
BENEFICAT	TRAZODONE
SOTALOL HCL	SOTALOL
CALCIUM CHLORIDE PELLETS	CALCIUM CHLORIDE
N-(3,3-DIPHENYLPROPYL)-ALPHA-METHYLPHENETHYLAMINE	PRENYLAMINE
ENBREL SURECLICK	ETANERCEPT
PEDRACZAK	LINDANE
PHENOTURIC	PHENOBARBITAL
DAUNARUBICINUM	DAUNORUBICIN
IPOGLICONE	TOLBUTAMIDE
CETADOL	ACETAMINOPHEN
SPORILINE	TOLNAFTATE
NOAN	DIAZEPAM
RANITIDIN VON CT	RANITIDINE
TRIMPEX	TRIMETHOPRIM
CORTINAZINE	ISONIAZID
TRIAMCINOLONE DIACETATE	TRIAMCINOLONE
AQUA-MEPHYTIN	PHYTONADIONE
MODIP	FELODIPINE
DYMELOR	ACETOHEXAMIDE
VINORELBINA [SPANISH]	VINORELBINE
CHLORDIAZEPOXIDUM	CHLORDIAZEPOXIDE
DALACIN C PHOSPHATE	CLINDAMYCIN
TUSSAPAP	ACETAMINOPHEN
IBU-RATIOPHARM	IBUPROFEN
R-P MYCIN	ERYTHROMYCIN
RG1046	ABATACEPT
AMFEPRAMONUM [INN-LATIN]	DIETHYLPROPION
RUVITE	CYANOCOBALAMIN
QUINODIS	FLEROXACIN
HYDROFLUMETHIAZIDE	HYDROFLUMETHIAZIDE
PROVERA	MEDROXYPROGESTERONE
PENTOBARBITURATE	PENTOBARBITAL
PEPDUL	FAMOTIDINE
KENDRAL-IPRATROPIUM	IPRATROPIUM BROMIDE
METHADON	METHADONE
ZEGERID	OMEPRAZOLE
DEKAMYCIN V	FRAMYCETIN
INFLAMID	BENOXAPROFEN
MERCAPTOTHION	MALATHION
MOTRIN	IBUPROFEN
RESCAMIN	RESCINNAMINE
ALINOR	ATENOLOL
CHLOFAZIMINE	CLOFAZIMINE
BAIGUO	GINKGO BILOBA
ESAMETONE	METHYLPREDNISOLONE
SERENZIN	DIAZEPAM
PIRENZEPIN	PIRENZEPINE
BARBIDORM	HEXOBARBITAL
NIFEDEPAT	NIFEDIPINE
MEGESTROLO [DCIT]	MEGESTROL
THEITHYLPERAZINE	THIETHYLPERAZINE
UREX-M	FUROSEMIDE
GERASTOP	CLOFIBRATE
PAR-101	FIDAXOMICIN
NOVATRINE	HOMATROPINE METHYLBROMIDE
DAUNORUBICIN	DAUNORUBICIN
SIMESTAT	ROSUVASTATIN
TENORMINE	ATENOLOL
ENTECAVIR	ENTECAVIR
ISMN STADA	ISOSORBIDE MONONITRATE
PANAPRES	ATENOLOL
DARUNAVIR	DARUNAVIR
TEMAFLOXACINA [SPANISH]	TEMAFLOXACIN
FANAPT	ILOPERIDONE
FURFURIN	NITROFURAZONE
TRANLISANT	MEPROBAMATE
GENATUSS	GUAIFENESIN
TERONAC	MAZINDOL
ANOPROLIN	ALLOPURINOL
METHYLAMINOPROPYLIMINODIBENZYL	DESIPRAMINE
LENTOSONE	PREDNISOLONE
ALCOHOL, DEHYDRATED	ETHANOL
MICATIN	MICONAZOLE
SERPASIL-ESIDRIX #1	RESERPINE
BRONCHITOL	MANNITOL
LEDERGLIB	GLYBURIDE
ARTOLON	MEPROBAMATE
EPOXYMEXRENONE	EPLERENONE
REGULACID	OMEPRAZOLE
MONIZID	ISOSORBIDE MONONITRATE
DIHYDROERGOTOXINE METHANESULPHONATE	ERGOLOID MESYLATE
BIOCYCLINE	TETRACYCLINE
HYDRAZIDE	ISONIAZID
ETINILESTRADIOL [INN-SPANISH]	ETHINYL ESTRADIOL
NERIODIN	DICLOFENAC
METHOFLURANE	METHOXYFLURANE
ANTIASTHMATIQUE	EPINEPHRINE
CEFPIRAMIDE SODIUM	CEFPIRAMIDE
ETIONIAMID	ETHIONAMIDE
MCZ	MICONAZOLE
AA4500	COLLAGENASE
ARBITEX	LINDANE
NEURAXIN	METHOCARBAMOL
CELEXA	CITALOPRAM
NERVONUS	MEPROBAMATE
VABROCID	NITROFURAZONE
TELARGAN	THALIDOMIDE
CISPLATYL	CISPLATIN
MACRODANTINA	NITROFURANTOIN
LA 1 (VAN)	NITRAZEPAM
REGELAN	CLOFIBRATE
DANTROLENE	DANTROLENE
DETHMOR	WARFARIN
IRCON	IRON
PROPHENIRAMINE	PHENIRAMINE
N-ALLYLNOROXYMORPHONE	NALOXONE
AMPICIN	AMPICILLIN
HYZAAR	LOSARTAN
AMPICIL	AMPICILLIN
ATAZINA	HYDROXYZINE
CARIDAN	OXYPHENCYCLIMINE
CANAGLIFLOZIN	CANAGLIFLOZIN
ETAPERAZIN	PERPHENAZINE
CHICLIDA	MECLIZINE
CYCLOPHOSPHAMIDE MONOHYDRATE	CYCLOPHOSPHAMIDE
REVIMMUNE	CYCLOPHOSPHAMIDE
VOTRIENT	PAZOPANIB
KEMSTRO	BACLOFEN
COTYLBUTAZONE	PHENYLBUTAZONE
D-EPINEPHRINE	EPINEPHRINE
SULPHASIL	SULFACETAMIDE
SRENDAM	SUPROFEN
MALMED	MALATHION
URSOLVAN	URSODEOXYCHOLIC ACID
17BETA OESTRADIOL	ESTRADIOL
ACRONIZE	LYMECYCLINE
MACROGOL LAURYL ETHER	POLIDOCANOL
NYSTATIN DIHYDRATE	NYSTATIN
ADENOCARD	ADENOSINE
TETRABENAZINUM [INN-LATIN]	TETRABENAZINE
NEOCOCCYL	SULFANILAMIDE
SULFAFURAZOLE	SULFISOXAZOLE
ALL-TRANS-VITAMIN A	VITAMIN A
SAFEM	LORNOXICAM
METHIXEN [GERMAN]	METIXENE
GLYPRESSIN	TERLIPRESSIN
OPB	OXYPHENBUTAZONE
LIQUID ECSTASY	GAMMA HYDROXYBUTYRIC ACID
ORATROL	DICHLORPHENAMIDE
MITHRACIN	PLICAMYCIN
QUILIBREX	OXAZEPAM
MEPHABUTAZONE	PHENYLBUTAZONE
NSC-707389	ERIBULIN
SPORIDEX	CEPHALEXIN
DICLONINA [INN-SPANISH]	DYCLONINE
EVAMIST	ESTRADIOL
FOLIPAC	FOLIC ACID
OSIREN	OMEPRAZOLE
SYNTEXAN	DIMETHYL SULFOXIDE
TIAGABINE	TIAGABINE
ISOPROPAMIDE	ISOPROPAMIDE
LEVARGIN	L-ARGININE
SAFORIS	L-GLUTAMINE
FML LIQUIFILM	FLUOROMETHOLONE
ADESIPRESS	CLONIDINE
DL-BUPIVACAINE	BUPIVACAINE
GRISEOFULVINA [INN-SPANISH]	GRISEOFULVIN
IBU-VIVIMED	IBUPROFEN
METOKURINJODID	METOCURINE IODIDE
CORTROPHIN	CORTICOTROPIN
DEXAMETHASONE INTENSOL	DEXAMETHASONE
VAFOL	VITAMIN A
ESPENAL	DISULFIRAM
PREDNI N TABLINEN	METHYLPREDNISOLONE
RHUMAB-2C4	PERTUZUMAB
RESCISAN	RESCINNAMINE
CARDIWELL	ERYTHRITYL TETRANITRATE
SULFAMETHYLISOXAZOLE	SULFAMETHOXAZOLE
AKINETON	BIPERIDEN
VOLDAL	DICLOFENAC
REGITIPE	PHENTOLAMINE
PIDOPIDON	PYRIDOXAL PHOSPHATE
ZK5	FLUDROCORTISONE
SOLPRINA	CHLOROQUINE
SOLOC	BISOPROLOL
CLODERM	CLOCORTOLONE
DAWE'S DESTROL	DIETHYLSTILBESTROL
ORA-JEL	BENZOCAINE
CORTISPORIN	HYDROCORTISONE
CANTILON	MEPENZOLATE
HIDANTINA VITORIA	PHENYTOIN
PREDNICORM	PREDNISONE
BERUBIGEN	CYANOCOBALAMIN
FLAGIL	METRONIDAZOLE
BEN-HEX	LINDANE
PENICILLAMINUM [INN-LATIN]	PENICILLAMINE
PREDNICORT	PREDNISONE
TESNOL	PROPRANOLOL
BACECA	VALPROIC ACID
PEPTIDIN	FAMOTIDINE
HIDANTOMIN	PHENYTOIN
KYPROLIS	CARFILZOMIB
MYCINOL	CHLORAMPHENICOL
SODIUM POLYSTYRENE SULFONIC ACID	POLYSTYRENE SULFONATE
FORDIURAN	BUMETANIDE
BUPIVACAINE	BUPIVACAINE
LOESTRIN 24 FE	NORETHINDRONE
ROSOXACINE [INN-FRENCH]	ROSOXACIN
METOCURINI IODIDUM	METOCURINE IODIDE
RILUZOLE HCL	RILUZOLE
FENACETIL-KARBAMIDE	PHENACEMIDE
TEOCEN 200	THEOPHYLLINE
CORUS 1020	AZTREONAM
ERGOSET	BROMOCRIPTINE
BUTOCONAZOLE NITRATE	BUTOCONAZOLE
PIRARREUMOL B	PHENYLBUTAZONE
DELPHICORT	TRIAMCINOLONE
THEOPHYLLIN	THEOPHYLLINE
CHLORPHENISATE	CLOFIBRATE
